,size,material,color,sleeves,demand
8789,S,nylon,yellow,long,high
8790,3XL,polyester,black,short,medium
8791,L,silk,blue,long,low
8792,XXL,cotton,cream,long,medium
8793,S,polyester,cream,short,high
8794,XXL,nylon,black,long,medium
8795,S,nylon,violet,short,high
8796,XXL,nylon,blue,short,high
8797,M,nylon,violet,short,high
8798,XS,cotton,red,short,high
8799,XL,silk,navy,short,low
8800,M,nylon,yellow,short,high
8801,XXL,linen,white,short,medium
8802,XL,nylon,cream,long,medium
8803,XS,silk,orange,short,low
8804,S,silk,white,long,low
8805,XL,polyester,cream,long,medium
8806,L,polyester,white,short,high
8807,M,linen,red,short,high
8808,XL,linen,white,long,medium
8809,M,nylon,navy,short,high
8810,S,nylon,yellow,long,high
8811,XL,polyester,black,long,medium
8812,XL,silk,black,short,low
8813,L,nylon,blue,short,high
8814,S,nylon,yellow,long,high
8815,M,polyester,red,long,medium
8816,M,nylon,navy,short,high
8817,M,polyester,navy,long,medium
8818,XL,polyester,white,long,low
8819,L,cotton,cream,long,medium
8820,M,linen,black,long,medium
8821,L,cotton,black,short,medium
8822,XXL,polyester,blue,short,high
8823,S,nylon,red,short,high
8824,XL,polyester,cream,long,medium
8825,L,cotton,orange,short,high
8826,3XL,polyester,white,long,low
8827,3XL,linen,navy,short,high
8828,S,cotton,green,long,medium
8829,S,cotton,violet,long,medium
8830,M,polyester,blue,short,high
8831,L,polyester,black,short,medium
8832,XL,nylon,cream,long,medium
8833,S,nylon,blue,long,high
8834,M,nylon,black,long,medium
8835,L,nylon,black,short,medium
8836,M,silk,white,short,low
8837,XXL,nylon,navy,short,high
8838,L,polyester,white,short,high
8839,3XL,nylon,navy,long,medium
8840,L,nylon,navy,short,high
8841,S,cotton,cream,short,high
8842,L,cotton,navy,long,medium
8843,XL,linen,cream,long,high
8844,XXL,polyester,blue,long,medium
8845,XL,cotton,orange,short,high
8846,S,linen,orange,long,high
8847,XS,linen,red,short,high
8848,L,polyester,orange,short,high
8849,L,polyester,white,short,high
8850,XXL,polyester,blue,long,medium
8851,XL,polyester,white,long,low
8852,L,nylon,yellow,long,medium
8853,3XL,nylon,black,short,medium
8854,L,nylon,green,short,high
8855,M,cotton,cream,long,medium
8856,L,nylon,blue,short,high
8857,L,nylon,orange,long,medium
8858,L,cotton,violet,short,high
8859,3XL,polyester,blue,long,low
8860,XXL,nylon,violet,short,high
8861,S,polyester,navy,short,high
8862,L,polyester,cream,long,medium
8863,L,linen,blue,short,high
8864,XS,nylon,orange,long,medium
8865,S,polyester,black,long,medium
8866,XL,cotton,navy,long,medium
8867,L,polyester,green,long,medium
8868,XXL,nylon,black,short,medium
8869,M,silk,red,short,low
8870,L,cotton,yellow,long,medium
8871,XL,polyester,green,long,medium
8872,XL,cotton,black,long,medium
8873,XL,nylon,navy,short,high
8874,L,polyester,yellow,short,high
8875,XL,nylon,blue,long,medium
8876,XS,linen,cream,long,high
8877,S,cotton,cream,short,high
8878,L,polyester,blue,short,high
8879,M,polyester,red,long,medium
8880,3XL,silk,black,long,low
8881,XL,linen,black,long,medium
8882,S,nylon,cream,short,high
8883,L,nylon,navy,short,high
8884,L,nylon,blue,long,medium
8885,L,silk,white,long,medium
8886,XS,cotton,white,short,high
8887,XL,cotton,yellow,short,high
8888,S,polyester,black,long,medium
8889,XL,polyester,blue,short,high
8890,L,polyester,black,long,medium
8891,XXL,nylon,violet,long,low
8892,XL,nylon,black,long,medium
8893,XXL,polyester,yellow,short,high
8894,M,polyester,red,long,medium
8895,L,linen,orange,short,high
8896,M,linen,black,short,medium
8897,M,polyester,navy,long,medium
8898,S,polyester,black,long,medium
8899,M,silk,black,long,low
8900,L,nylon,violet,long,medium
8901,XS,nylon,violet,long,medium
8902,XXL,linen,orange,short,high
8903,XXL,polyester,orange,long,low
8904,XXL,polyester,white,long,low
8905,L,linen,navy,short,high
8906,M,cotton,red,long,medium
8907,XS,cotton,black,short,medium
8908,XS,nylon,cream,short,high
8909,L,nylon,white,short,high
8910,XL,polyester,yellow,short,high
8911,XXL,linen,navy,short,high
8912,S,linen,cream,short,high
8913,3XL,nylon,red,short,high
8914,XL,cotton,navy,long,medium
8915,S,cotton,green,long,medium
8916,XS,polyester,violet,short,high
8917,L,linen,yellow,long,high
8918,3XL,cotton,navy,long,low
8919,XXL,linen,white,long,medium
8920,S,polyester,black,long,medium
8921,XS,polyester,cream,long,high
8922,3XL,linen,blue,long,medium
8923,S,nylon,orange,long,high
8924,M,silk,orange,long,low
8925,3XL,nylon,cream,long,medium
8926,XXL,linen,white,short,medium
8927,XL,cotton,red,short,high
8928,L,nylon,green,long,medium
8929,XS,polyester,navy,long,high
8930,L,nylon,cream,short,high
8931,XL,linen,cream,short,high
8932,M,cotton,cream,short,high
8933,L,silk,blue,long,low
8934,XL,linen,black,long,medium
8935,3XL,polyester,navy,long,medium
8936,XXL,cotton,yellow,long,low
8937,L,polyester,navy,short,high
8938,XL,linen,white,short,medium
8939,M,linen,red,long,high
8940,XS,polyester,black,short,medium
8941,XL,cotton,red,long,medium
8942,S,cotton,white,short,high
8943,L,polyester,black,long,medium
8944,S,nylon,green,short,high
8945,XXL,silk,black,long,low
8946,3XL,cotton,orange,long,low
8947,M,polyester,navy,long,medium
8948,M,linen,red,short,high
8949,XL,cotton,cream,short,high
8950,S,cotton,blue,short,high
8951,XL,polyester,red,long,medium
8952,L,polyester,violet,long,medium
8953,S,linen,black,long,medium
8954,S,nylon,black,long,medium
8955,XL,polyester,violet,short,high
8956,L,polyester,yellow,long,medium
8957,XS,nylon,yellow,short,high
8958,XXL,linen,blue,short,high
8959,M,polyester,blue,long,medium
8960,L,cotton,violet,long,medium
8961,XL,cotton,white,long,medium
8962,M,polyester,red,long,medium
8963,XS,polyester,navy,long,high
8964,3XL,polyester,white,long,low
8965,L,nylon,white,short,high
8966,L,nylon,cream,short,high
8967,XL,polyester,red,short,high
8968,L,polyester,navy,long,medium
8969,XS,polyester,white,short,medium
8970,XL,polyester,white,long,low
8971,XS,nylon,cream,long,high
8972,L,nylon,orange,long,medium
8973,XL,polyester,cream,short,high
8974,XL,cotton,violet,short,high
8975,XL,cotton,black,short,medium
8976,M,polyester,white,long,medium
8977,XXL,nylon,red,long,medium
8978,S,cotton,navy,long,high
8979,S,linen,blue,long,high
8980,XXL,silk,cream,long,low
8981,S,polyester,blue,short,high
8982,S,cotton,cream,short,high
8983,XL,nylon,orange,long,medium
8984,XL,nylon,navy,short,high
8985,3XL,polyester,violet,long,low
8986,XL,linen,red,long,high
8987,M,cotton,navy,long,medium
8988,S,polyester,white,short,medium
8989,XL,nylon,black,short,medium
8990,L,cotton,red,short,high
8991,M,cotton,yellow,short,high
8992,XS,polyester,blue,short,high
8993,XL,nylon,blue,short,high
8994,M,polyester,white,short,medium
8995,XL,linen,red,short,high
8996,XXL,linen,green,long,medium
8997,L,cotton,orange,short,high
8998,XL,polyester,blue,long,medium
8999,M,nylon,blue,short,high
9000,3XL,cotton,white,short,medium
9001,S,polyester,violet,short,high
9002,3XL,nylon,violet,long,low
9003,S,silk,cream,long,medium
9004,L,polyester,blue,long,medium
9005,XXL,polyester,cream,long,medium
9006,L,nylon,navy,short,high
9007,L,nylon,yellow,short,high
9008,XL,nylon,yellow,short,high
9009,XL,polyester,navy,short,high
9010,L,polyester,yellow,short,high
9011,XXL,cotton,cream,long,medium
9012,L,silk,black,short,low
9013,XS,polyester,yellow,long,medium
9014,XS,nylon,navy,long,high
9015,XL,nylon,red,long,medium
9016,3XL,linen,cream,short,high
9017,XS,linen,green,long,high
9018,XL,cotton,blue,long,medium
9019,L,cotton,blue,short,high
9020,S,nylon,black,short,medium
9021,XL,nylon,yellow,long,medium
9022,L,nylon,white,long,high
9023,XXL,silk,blue,long,low
9024,S,polyester,green,long,medium
9025,XL,linen,navy,long,high
9026,3XL,nylon,white,long,low
9027,M,linen,orange,short,high
9028,S,nylon,black,short,medium
9029,M,linen,white,short,high
9030,3XL,nylon,green,short,medium
9031,XXL,nylon,black,long,medium
9032,S,polyester,white,long,medium
9033,M,polyester,black,long,medium
9034,S,linen,black,long,medium
9035,M,polyester,orange,long,medium
9036,M,polyester,blue,short,high
9037,L,polyester,white,short,high
9038,XS,polyester,white,long,medium
9039,L,cotton,black,long,medium
9040,L,linen,navy,short,high
9041,XL,polyester,orange,short,high
9042,XL,cotton,red,long,medium
9043,M,linen,orange,long,medium
9044,XL,cotton,white,short,medium
9045,S,polyester,yellow,long,high
9046,L,cotton,navy,short,high
9047,XL,nylon,cream,long,medium
9048,M,cotton,black,short,medium
9049,XL,nylon,black,long,medium
9050,L,nylon,white,long,high
9051,XXL,nylon,green,long,low
9052,XL,cotton,white,short,medium
9053,L,polyester,green,long,medium
9054,3XL,nylon,violet,short,medium
9055,M,nylon,navy,long,medium
9056,XXL,polyester,navy,long,medium
9057,M,linen,black,short,medium
9058,S,silk,black,short,low
9059,L,nylon,white,short,high
9060,L,polyester,navy,long,medium
9061,XL,linen,red,long,high
9062,L,nylon,cream,short,high
9063,M,polyester,cream,short,high
9064,L,cotton,yellow,short,high
9065,XL,nylon,cream,long,medium
9066,XS,polyester,violet,long,medium
9067,3XL,nylon,black,short,medium
9068,L,nylon,navy,long,medium
9069,L,nylon,green,long,medium
9070,XXL,cotton,navy,short,high
9071,3XL,linen,green,short,high
9072,M,polyester,white,short,medium
9073,S,nylon,green,long,medium
9074,XXL,linen,navy,short,high
9075,S,nylon,violet,short,high
9076,XL,nylon,white,short,low
9077,3XL,polyester,yellow,short,medium
9078,XL,polyester,red,long,medium
9079,M,cotton,blue,long,medium
9080,XXL,silk,white,long,low
9081,M,cotton,red,short,high
9082,XXL,polyester,black,long,medium
9083,XXL,linen,blue,short,high
9084,L,nylon,red,short,high
9085,M,nylon,navy,short,high
9086,L,cotton,red,long,medium
9087,M,polyester,navy,short,high
9088,L,nylon,black,long,medium
9089,M,nylon,red,short,high
9090,XS,nylon,cream,short,high
9091,M,cotton,green,short,medium
9092,L,cotton,red,long,medium
9093,XL,polyester,green,long,medium
9094,3XL,polyester,black,short,medium
9095,M,cotton,red,short,high
9096,3XL,polyester,red,short,high
9097,L,nylon,navy,short,high
9098,3XL,nylon,violet,long,low
9099,XS,nylon,cream,long,high
9100,S,polyester,orange,short,high
9101,L,cotton,white,short,high
9102,M,polyester,black,long,medium
9103,3XL,nylon,yellow,long,low
9104,L,polyester,yellow,long,medium
9105,XS,nylon,white,long,medium
9106,L,polyester,yellow,long,medium
9107,L,nylon,black,long,medium
9108,XL,polyester,violet,short,high
9109,XS,polyester,red,short,high
9110,M,polyester,cream,long,medium
9111,3XL,nylon,white,long,low
9112,S,nylon,green,short,high
9113,M,nylon,blue,short,high
9114,S,polyester,green,long,medium
9115,XL,nylon,navy,long,medium
9116,M,cotton,blue,long,medium
9117,XXL,cotton,white,long,medium
9118,XS,linen,green,long,high
9119,XXL,linen,cream,short,high
9120,L,cotton,red,short,high
9121,XXL,polyester,black,short,medium
9122,XL,linen,yellow,short,high
9123,XS,nylon,orange,long,medium
9124,3XL,cotton,blue,short,medium
9125,3XL,nylon,white,short,low
9126,XL,polyester,white,short,low
9127,XL,nylon,black,short,medium
9128,XXL,polyester,violet,long,low
9129,M,nylon,green,short,high
9130,XXL,polyester,cream,short,high
9131,L,nylon,blue,short,high
9132,L,cotton,black,short,medium
9133,XL,polyester,white,short,low
9134,XXL,cotton,black,long,medium
9135,L,cotton,yellow,long,medium
9136,XS,cotton,violet,long,medium
9137,XL,cotton,green,long,low
9138,XL,nylon,black,short,medium
9139,XL,nylon,cream,short,high
9140,M,polyester,blue,short,high
9141,L,polyester,cream,short,high
9142,XXL,polyester,red,long,medium
9143,L,cotton,black,short,medium
9144,L,linen,orange,long,high
9145,XL,linen,navy,long,high
9146,S,cotton,blue,long,high
9147,XL,polyester,black,long,medium
9148,S,nylon,violet,short,high
9149,XS,cotton,cream,long,medium
9150,XL,nylon,navy,short,high
9151,M,nylon,black,short,medium
9152,S,polyester,cream,long,high
9153,XXL,polyester,navy,long,medium
9154,M,polyester,white,long,medium
9155,XXL,polyester,orange,long,low
9156,S,linen,violet,long,high
9157,XL,cotton,green,short,medium
9158,L,nylon,white,short,high
9159,L,linen,blue,short,high
9160,L,nylon,red,long,medium
9161,L,cotton,blue,long,medium
9162,L,linen,blue,short,high
9163,L,cotton,red,short,high
9164,XXL,silk,yellow,short,low
9165,XL,cotton,orange,short,high
9166,L,silk,navy,short,low
9167,L,nylon,navy,short,high
9168,L,cotton,navy,long,medium
9169,L,polyester,white,long,high
9170,M,nylon,blue,short,high
9171,XXL,linen,cream,long,medium
9172,XS,linen,white,long,high
9173,3XL,nylon,cream,short,high
9174,XL,linen,yellow,short,high
9175,3XL,nylon,orange,long,low
9176,XXL,polyester,blue,short,high
9177,M,nylon,blue,long,medium
9178,L,nylon,red,short,high
9179,XS,nylon,red,short,high
9180,L,cotton,blue,long,medium
9181,XL,cotton,blue,long,medium
9182,XXL,cotton,cream,long,medium
9183,L,cotton,white,long,high
9184,L,polyester,red,short,high
9185,XL,nylon,red,long,medium
9186,M,nylon,white,long,medium
9187,M,polyester,green,long,medium
9188,XXL,nylon,black,short,medium
9189,M,nylon,orange,long,medium
9190,S,nylon,yellow,short,high
9191,S,polyester,navy,short,high
9192,3XL,cotton,violet,short,medium
9193,3XL,nylon,white,short,low
9194,S,linen,cream,long,high
9195,XXL,linen,orange,long,medium
9196,L,silk,blue,short,low
9197,L,silk,orange,short,low
9198,XL,nylon,blue,short,high
9199,XL,polyester,violet,short,high
9200,XXL,cotton,blue,long,low
9201,L,cotton,blue,short,high
9202,XXL,nylon,violet,long,low
9203,XXL,linen,cream,short,high
9204,XS,linen,red,short,high
9205,XXL,polyester,blue,short,high
9206,S,cotton,cream,short,high
9207,XL,nylon,blue,short,high
9208,L,cotton,navy,long,medium
9209,S,polyester,white,long,medium
9210,S,cotton,orange,long,medium
9211,L,polyester,black,short,medium
9212,3XL,cotton,white,long,medium
9213,M,linen,yellow,short,high
9214,XL,nylon,white,long,low
9215,3XL,polyester,yellow,short,medium
9216,M,linen,red,long,high
9217,L,nylon,black,short,medium
9218,L,nylon,yellow,short,high
9219,S,cotton,navy,short,high
9220,XXL,nylon,white,long,low
9221,S,cotton,black,short,medium
9222,XXL,polyester,red,long,medium
9223,XXL,linen,blue,long,medium
9224,XL,linen,black,short,medium
9225,XXL,polyester,orange,long,low
9226,M,linen,white,short,high
9227,S,cotton,blue,short,high
9228,L,polyester,cream,short,high
9229,L,polyester,yellow,short,high
9230,3XL,linen,black,short,low
9231,M,linen,white,short,high
9232,3XL,linen,red,short,high
9233,3XL,polyester,cream,short,high
9234,XXL,nylon,white,short,low
9235,L,nylon,orange,short,high
9236,XS,nylon,navy,long,high
9237,XL,nylon,black,short,medium
9238,3XL,cotton,yellow,short,medium
9239,S,silk,black,short,low
9240,XXL,nylon,navy,short,high
9241,S,polyester,white,short,medium
9242,XXL,linen,red,short,high
9243,L,nylon,red,short,high
9244,M,polyester,red,short,high
9245,L,cotton,blue,long,medium
9246,XL,polyester,black,long,medium
9247,M,linen,white,short,high
9248,L,nylon,violet,long,medium
9249,XS,polyester,black,short,medium
9250,XXL,polyester,blue,short,high
9251,XS,linen,red,short,high
9252,XS,cotton,red,short,high
9253,XL,nylon,black,short,medium
9254,L,nylon,yellow,short,high
9255,S,polyester,red,short,high
9256,M,polyester,white,short,medium
9257,XXL,cotton,white,long,medium
9258,M,polyester,yellow,short,high
9259,XS,nylon,violet,long,medium
9260,XS,nylon,red,long,high
9261,S,nylon,navy,long,high
9262,L,cotton,black,long,medium
9263,L,cotton,red,short,high
9264,XL,polyester,white,long,low
9265,L,polyester,black,short,medium
9266,S,polyester,white,short,medium
9267,XXL,silk,cream,long,low
9268,XL,linen,navy,long,high
9269,L,nylon,navy,long,medium
9270,XXL,linen,yellow,long,medium
9271,XL,nylon,orange,long,medium
9272,L,polyester,blue,long,medium
9273,XXL,cotton,violet,long,low
9274,L,linen,blue,short,high
9275,L,nylon,violet,long,medium
9276,L,silk,white,long,medium
9277,M,polyester,navy,short,high
9278,XL,nylon,violet,long,medium
9279,L,nylon,black,short,medium
9280,3XL,nylon,orange,long,low
9281,XXL,polyester,black,long,medium
9282,3XL,cotton,red,long,low
9283,XL,nylon,violet,short,high
9284,XS,nylon,blue,short,high
9285,L,cotton,red,long,medium
9286,XS,cotton,white,long,high
9287,XL,linen,white,short,medium
9288,S,cotton,cream,long,high
9289,S,polyester,red,short,high
9290,M,polyester,blue,short,high
9291,3XL,polyester,navy,short,high
9292,XL,cotton,black,long,medium
9293,XS,cotton,black,long,medium
9294,XL,polyester,black,short,medium
9295,3XL,polyester,yellow,long,low
9296,L,cotton,white,short,high
9297,M,linen,blue,long,high
9298,3XL,nylon,cream,short,high
9299,XS,polyester,black,short,medium
9300,S,nylon,cream,long,high
9301,XS,polyester,white,long,medium
9302,M,nylon,black,short,medium
9303,S,nylon,cream,long,high
9304,3XL,nylon,black,long,medium
9305,M,polyester,blue,short,high
9306,L,nylon,white,short,high
9307,M,linen,cream,short,high
9308,3XL,silk,navy,long,low
9309,S,linen,blue,long,high
9310,L,linen,yellow,long,high
9311,XXL,cotton,white,short,medium
9312,3XL,cotton,blue,short,medium
9313,3XL,nylon,blue,short,high
9314,3XL,linen,white,long,low
9315,XL,polyester,navy,long,medium
9316,S,nylon,yellow,short,high
9317,M,polyester,cream,long,medium
9318,L,linen,red,short,high
9319,XL,silk,blue,short,low
9320,L,silk,navy,long,low
9321,XL,polyester,red,short,high
9322,XS,nylon,cream,long,high
9323,L,linen,cream,long,high
9324,S,nylon,navy,short,high
9325,S,nylon,white,long,medium
9326,L,silk,yellow,short,low
9327,L,nylon,red,long,medium
9328,M,cotton,navy,long,medium
9329,3XL,polyester,orange,long,low
9330,L,silk,yellow,long,low
9331,L,silk,navy,short,low
9332,XL,polyester,violet,long,medium
9333,L,cotton,navy,short,high
9334,L,linen,red,long,high
9335,XXL,cotton,white,long,medium
9336,L,polyester,white,short,high
9337,XL,polyester,navy,short,high
9338,XXL,linen,black,long,medium
9339,XS,polyester,white,short,medium
9340,XXL,nylon,black,long,medium
9341,XS,polyester,white,short,medium
9342,XL,cotton,white,short,medium
9343,XL,polyester,white,short,low
9344,L,polyester,cream,short,high
9345,L,cotton,black,short,medium
9346,L,nylon,red,short,high
9347,XL,linen,orange,long,medium
