,size,material,color,sleeves,demand
8386,XXL,silk,cream,short,low
8387,M,cotton,navy,short,high
8388,M,cotton,cream,short,high
8389,L,cotton,blue,short,high
8390,L,nylon,green,short,high
8391,3XL,cotton,yellow,short,medium
8392,M,polyester,violet,long,medium
8393,M,linen,black,short,medium
8394,L,cotton,blue,short,high
8395,XXL,polyester,navy,short,high
8396,XS,polyester,blue,short,high
8397,S,polyester,red,long,high
8398,XS,cotton,black,short,medium
8399,XL,nylon,blue,long,medium
8400,3XL,linen,white,long,medium
8401,L,nylon,violet,short,high
8402,M,linen,red,long,high
8403,3XL,cotton,blue,long,low
8404,M,nylon,red,short,high
8405,M,nylon,orange,short,high
8406,S,linen,yellow,long,high
8407,L,cotton,white,long,high
8408,L,silk,green,short,low
8409,L,cotton,white,long,high
8410,XL,linen,yellow,long,medium
8411,L,polyester,cream,short,high
8412,M,linen,yellow,long,medium
8413,XXL,linen,cream,long,high
8414,S,nylon,cream,long,high
8415,L,polyester,blue,long,medium
8416,XL,linen,violet,long,medium
8417,XL,cotton,cream,long,medium
8418,XL,polyester,cream,long,medium
8419,3XL,polyester,violet,long,low
8420,XL,nylon,yellow,long,medium
8421,XL,polyester,navy,long,medium
8422,XL,polyester,white,short,low
8423,L,nylon,white,long,high
8424,XS,nylon,black,short,medium
8425,XL,polyester,yellow,short,high
8426,XXL,linen,white,short,medium
8427,XL,cotton,yellow,short,high
8428,XL,linen,white,short,medium
8429,M,linen,violet,short,high
8430,S,linen,red,short,high
8431,L,polyester,black,short,high
8432,M,nylon,orange,long,medium
8433,L,polyester,orange,long,medium
8434,M,cotton,red,long,medium
8435,XS,linen,blue,short,high
8436,XXL,polyester,violet,short,high
8437,L,cotton,violet,short,high
8438,M,nylon,navy,long,medium
8439,M,nylon,red,long,medium
8440,S,linen,cream,long,high
8441,XL,polyester,green,long,medium
8442,XS,polyester,blue,short,high
8443,XL,nylon,navy,short,high
8444,XL,linen,navy,short,high
8445,M,nylon,red,long,medium
8446,S,cotton,black,short,medium
8447,XL,nylon,navy,long,medium
8448,M,linen,cream,short,high
8449,S,linen,black,long,medium
8450,3XL,polyester,yellow,long,low
8451,XXL,polyester,cream,short,high
8452,XL,cotton,blue,short,high
8453,XXL,polyester,red,long,medium
8454,XL,cotton,orange,short,high
8455,L,linen,violet,short,high
8456,XS,polyester,yellow,long,medium
8457,XXL,polyester,white,short,low
8458,L,cotton,navy,long,medium
8459,XL,cotton,white,short,medium
8460,XL,nylon,yellow,short,high
8461,L,nylon,black,long,high
8462,3XL,linen,cream,short,high
8463,L,polyester,orange,long,medium
8464,S,cotton,white,short,high
8465,M,cotton,blue,short,high
8466,S,cotton,yellow,short,high
8467,M,polyester,white,long,medium
8468,XS,polyester,violet,short,high
8469,M,linen,cream,long,high
8470,XXL,linen,violet,short,high
8471,M,nylon,black,short,medium
8472,M,cotton,blue,long,medium
8473,3XL,polyester,cream,long,medium
8474,XXL,polyester,yellow,long,medium
8475,M,linen,orange,long,medium
8476,XL,nylon,white,long,low
8477,L,nylon,cream,long,medium
8478,3XL,nylon,white,short,low
8479,3XL,linen,navy,short,high
8480,XL,nylon,black,short,medium
8481,3XL,polyester,navy,long,medium
8482,XL,cotton,cream,long,medium
8483,S,nylon,orange,short,high
8484,3XL,nylon,cream,short,high
8485,XXL,linen,cream,long,high
8486,M,polyester,black,short,medium
8487,L,nylon,black,short,high
8488,3XL,nylon,green,short,medium
8489,XS,nylon,yellow,long,medium
8490,XL,nylon,white,long,low
8491,L,cotton,blue,long,medium
8492,XS,linen,blue,short,high
8493,L,nylon,navy,short,high
8494,XL,polyester,white,long,low
8495,L,polyester,cream,short,high
8496,XL,cotton,black,long,medium
8497,L,cotton,cream,long,medium
8498,L,polyester,yellow,short,high
8499,XS,cotton,navy,long,high
8500,L,cotton,red,long,medium
8501,L,nylon,violet,long,medium
8502,L,polyester,white,short,high
8503,S,nylon,blue,long,high
8504,3XL,nylon,black,short,medium
8505,S,polyester,red,long,high
8506,M,linen,black,long,medium
8507,3XL,cotton,cream,long,low
8508,L,polyester,cream,long,medium
8509,S,polyester,yellow,long,high
8510,XS,nylon,navy,short,high
8511,L,polyester,yellow,short,high
8512,L,nylon,violet,short,high
8513,M,linen,cream,short,high
8514,M,nylon,white,short,medium
8515,XL,nylon,orange,short,high
8516,3XL,silk,orange,long,low
8517,L,cotton,blue,long,medium
8518,S,silk,violet,short,medium
8519,XL,polyester,black,short,medium
8520,L,cotton,blue,short,high
8521,XL,cotton,cream,long,medium
8522,3XL,polyester,violet,long,low
8523,XS,nylon,cream,short,high
8524,M,linen,red,short,high
8525,S,cotton,yellow,short,high
8526,S,cotton,white,short,high
8527,L,nylon,red,long,medium
8528,L,polyester,cream,long,medium
8529,L,silk,blue,short,low
8530,XXL,nylon,orange,short,high
8531,XS,linen,cream,short,high
8532,L,polyester,orange,long,medium
8533,XL,linen,green,short,high
8534,XL,nylon,orange,long,medium
8535,3XL,linen,white,long,medium
8536,XL,linen,green,long,medium
8537,L,nylon,white,short,high
8538,XXL,nylon,white,short,low
8539,3XL,linen,blue,long,medium
8540,L,polyester,white,long,high
8541,XS,cotton,navy,long,high
8542,XL,polyester,yellow,long,medium
8543,S,polyester,violet,long,high
8544,M,cotton,navy,long,medium
8545,L,polyester,blue,long,medium
8546,L,nylon,blue,long,medium
8547,3XL,polyester,navy,short,high
8548,XL,linen,orange,long,medium
8549,XXL,polyester,blue,short,high
8550,L,silk,violet,short,low
8551,3XL,linen,black,long,low
8552,S,polyester,yellow,long,high
8553,XXL,polyester,cream,short,high
8554,XL,linen,white,long,medium
8555,S,cotton,black,long,medium
8556,XXL,nylon,cream,long,medium
8557,L,cotton,black,long,medium
8558,XL,cotton,black,long,medium
8559,XXL,cotton,cream,short,high
8560,M,polyester,black,short,medium
8561,XXL,linen,green,long,medium
8562,M,linen,cream,long,high
8563,L,linen,black,short,medium
8564,L,polyester,black,long,high
8565,XL,polyester,yellow,short,high
8566,M,silk,white,long,medium
8567,L,cotton,white,short,high
8568,3XL,linen,white,long,medium
8569,L,polyester,red,long,medium
8570,S,nylon,yellow,short,high
8571,XS,cotton,blue,short,high
8572,M,linen,red,long,high
8573,S,nylon,green,short,high
8574,L,polyester,orange,short,high
8575,L,cotton,orange,long,medium
8576,L,polyester,violet,long,medium
8577,M,linen,black,long,medium
8578,M,nylon,violet,long,medium
8579,L,polyester,white,long,high
8580,3XL,nylon,green,short,medium
8581,XXL,silk,white,short,low
8582,S,nylon,green,long,high
8583,L,cotton,orange,short,high
8584,XL,nylon,violet,long,medium
8585,XL,polyester,violet,short,high
8586,L,polyester,green,short,high
8587,XS,nylon,white,long,medium
8588,XS,cotton,orange,short,high
8589,S,polyester,black,long,medium
8590,3XL,nylon,blue,short,high
8591,L,linen,violet,short,high
8592,M,linen,black,short,medium
8593,L,polyester,violet,short,high
8594,L,cotton,blue,short,high
8595,M,nylon,red,short,high
8596,XL,cotton,cream,long,medium
8597,M,nylon,cream,long,medium
8598,S,cotton,black,short,medium
8599,XXL,polyester,white,short,low
8600,S,nylon,red,short,high
8601,XL,cotton,green,short,high
8602,XS,nylon,white,short,medium
8603,S,cotton,black,long,medium
8604,XL,linen,yellow,long,medium
8605,M,linen,violet,long,medium
8606,M,nylon,green,long,medium
8607,XXL,polyester,black,long,medium
8608,M,polyester,blue,short,high
8609,XS,nylon,green,long,medium
8610,XL,polyester,red,short,high
8611,L,cotton,violet,long,medium
8612,M,polyester,red,long,medium
8613,XL,polyester,black,short,medium
8614,XXL,polyester,blue,long,medium
8615,XXL,linen,black,short,medium
8616,L,cotton,orange,long,medium
8617,M,linen,navy,long,high
8618,L,polyester,cream,long,medium
8619,XL,linen,red,long,high
8620,XS,nylon,white,long,medium
8621,XS,nylon,white,long,medium
8622,S,polyester,white,long,medium
8623,3XL,polyester,green,long,low
8624,L,polyester,cream,short,high
8625,M,linen,navy,short,high
8626,M,nylon,violet,short,high
8627,3XL,polyester,white,long,low
8628,L,cotton,cream,long,medium
8629,L,polyester,yellow,short,high
8630,XL,polyester,navy,long,medium
8631,M,linen,red,short,high
8632,XL,cotton,red,short,high
8633,L,cotton,white,short,high
8634,XL,cotton,blue,short,high
8635,XS,polyester,navy,short,high
8636,XL,nylon,white,short,low
8637,XXL,cotton,blue,short,high
8638,XXL,cotton,white,long,medium
8639,L,polyester,navy,short,high
8640,XXL,cotton,cream,short,high
8641,XL,nylon,orange,long,medium
8642,3XL,cotton,navy,short,high
8643,S,linen,white,short,high
8644,M,cotton,orange,long,medium
8645,XL,linen,orange,long,medium
8646,L,cotton,violet,short,high
8647,M,cotton,navy,short,high
8648,XL,silk,white,long,low
8649,S,nylon,blue,long,high
8650,XL,linen,navy,short,high
8651,S,polyester,violet,short,high
8652,M,cotton,blue,short,high
8653,M,nylon,cream,long,medium
8654,XXL,nylon,white,long,low
8655,XS,linen,cream,short,high
8656,XL,linen,white,short,medium
8657,XL,cotton,white,short,medium
8658,3XL,linen,cream,short,high
8659,3XL,silk,black,short,low
8660,S,polyester,orange,short,high
8661,XXL,cotton,white,long,medium
8662,M,linen,navy,long,high
8663,XXL,silk,white,short,low
8664,M,nylon,red,short,high
8665,M,cotton,cream,short,high
8666,S,polyester,white,short,medium
8667,S,silk,white,long,low
8668,XL,linen,black,long,medium
8669,XL,polyester,navy,short,high
8670,M,polyester,black,short,medium
8671,3XL,linen,black,short,low
8672,S,nylon,blue,long,high
8673,XS,cotton,navy,long,high
8674,XL,nylon,green,short,high
8675,S,cotton,violet,long,medium
8676,L,polyester,blue,long,medium
8677,L,linen,white,long,high
8678,L,cotton,green,long,medium
8679,XL,linen,red,long,high
8680,S,polyester,white,short,medium
8681,L,cotton,black,short,medium
8682,L,nylon,black,long,high
8683,3XL,polyester,black,short,medium
8684,XXL,polyester,white,long,low
8685,XL,cotton,black,long,medium
8686,XXL,nylon,yellow,long,medium
8687,L,nylon,red,long,medium
8688,M,linen,black,long,medium
8689,S,cotton,black,short,medium
8690,XL,cotton,cream,long,medium
8691,S,cotton,blue,long,high
8692,XS,linen,navy,long,high
8693,S,linen,white,long,high
8694,3XL,silk,white,long,low
8695,M,nylon,black,short,medium
8696,L,cotton,red,long,medium
8697,S,nylon,cream,long,high
8698,M,polyester,navy,long,medium
8699,L,polyester,violet,short,high
8700,XL,cotton,navy,long,medium
8701,M,polyester,black,short,medium
8702,XL,polyester,red,long,medium
8703,XXL,polyester,green,short,high
8704,L,nylon,violet,short,high
8705,L,cotton,navy,long,medium
8706,3XL,polyester,navy,long,medium
8707,L,nylon,green,long,medium
8708,XXL,silk,black,long,low
8709,S,cotton,yellow,short,high
8710,3XL,nylon,green,long,low
8711,S,linen,black,short,medium
8712,3XL,nylon,red,long,medium
8713,L,nylon,black,short,high
8714,XS,polyester,yellow,short,high
8715,S,silk,navy,long,medium
8716,3XL,linen,red,short,high
8717,M,nylon,black,short,medium
8718,XS,polyester,black,short,medium
8719,L,cotton,white,short,high
8720,L,cotton,cream,long,medium
8721,S,polyester,red,long,high
8722,L,polyester,cream,short,high
8723,M,polyester,red,long,medium
8724,L,linen,red,short,high
8725,XXL,cotton,red,short,high
8726,L,nylon,violet,long,medium
8727,XS,linen,black,short,low
8728,XL,nylon,black,long,medium
8729,XXL,polyester,white,long,low
8730,XS,polyester,white,short,medium
8731,M,cotton,green,long,low
8732,M,linen,blue,short,high
8733,3XL,nylon,red,long,medium
8734,XL,cotton,blue,long,medium
8735,M,nylon,navy,long,medium
8736,L,polyester,black,short,high
8737,XS,nylon,cream,long,high
8738,3XL,nylon,white,short,low
8739,XS,nylon,black,short,medium
8740,S,polyester,white,long,medium
8741,M,nylon,navy,long,medium
8742,L,nylon,yellow,long,medium
8743,XXL,cotton,yellow,long,low
8744,M,linen,green,short,high
8745,XL,nylon,white,short,low
8746,3XL,linen,black,short,low
8747,L,nylon,orange,long,medium
8748,L,nylon,violet,long,medium
8749,L,linen,navy,long,high
8750,S,linen,cream,short,high
8751,XXL,cotton,navy,long,medium
8752,XL,polyester,black,long,medium
8753,XXL,silk,white,short,low
8754,3XL,linen,black,long,low
8755,XL,nylon,red,short,high
8756,XS,nylon,blue,long,high
8757,XXL,cotton,navy,short,high
8758,XL,silk,blue,long,low
8759,L,polyester,cream,short,high
8760,S,linen,red,short,high
8761,XS,polyester,white,long,medium
8762,M,polyester,green,long,medium
8763,XL,cotton,orange,long,medium
8764,3XL,nylon,navy,long,medium
8765,L,polyester,red,short,high
8766,XXL,silk,navy,short,low
8767,XL,cotton,green,long,low
8768,XL,linen,white,short,medium
8769,M,silk,navy,short,low
8770,M,nylon,navy,short,high
8771,M,polyester,orange,long,medium
8772,L,linen,black,long,medium
8773,XXL,cotton,black,long,medium
8774,L,polyester,violet,short,high
8775,M,nylon,black,short,medium
8776,XXL,nylon,cream,short,high
8777,M,nylon,black,short,medium
8778,L,linen,red,long,high
8779,3XL,linen,navy,long,medium
8780,L,cotton,blue,long,medium
8781,L,nylon,yellow,long,medium
8782,3XL,polyester,red,short,high
8783,L,nylon,cream,short,high
8784,L,nylon,cream,long,medium
8785,M,cotton,yellow,long,medium
8786,L,cotton,cream,long,medium
8787,L,cotton,blue,short,high
8788,M,linen,blue,short,high
8789,XS,nylon,violet,long,medium
8790,XXL,nylon,blue,long,medium
8791,XL,cotton,white,short,medium
8792,XS,linen,black,long,low
8793,XS,polyester,navy,short,high
8794,L,nylon,green,long,medium
8795,L,polyester,orange,long,medium
8796,M,nylon,red,long,medium
8797,L,nylon,navy,short,high
8798,S,polyester,blue,long,high
8799,XS,nylon,red,long,high
8800,S,linen,red,long,high
8801,L,linen,yellow,short,high
8802,L,polyester,red,short,high
8803,L,polyester,yellow,long,medium
8804,S,linen,violet,short,high
8805,L,cotton,black,short,medium
8806,XL,nylon,yellow,long,medium
8807,XL,nylon,navy,short,high
8808,XS,cotton,black,long,medium
8809,XXL,linen,white,long,medium
8810,3XL,nylon,red,short,high
8811,S,polyester,cream,short,high
8812,M,cotton,white,long,high
8813,M,cotton,green,short,high
8814,L,polyester,cream,short,high
8815,XS,polyester,green,long,medium
8816,XL,cotton,white,short,medium
8817,L,nylon,yellow,long,medium
8818,S,nylon,black,short,medium
8819,XL,nylon,orange,short,high
8820,M,cotton,navy,long,medium
8821,XXL,cotton,orange,short,medium
8822,3XL,polyester,navy,long,medium
8823,S,cotton,blue,short,high
8824,XXL,linen,white,short,medium
8825,3XL,nylon,navy,short,high
8826,XL,cotton,navy,short,high
8827,M,nylon,black,short,medium
8828,S,cotton,cream,short,high
8829,XXL,cotton,cream,long,medium
8830,S,nylon,red,short,high
8831,S,linen,yellow,long,high
8832,L,polyester,violet,short,high
8833,XL,linen,yellow,short,high
8834,S,nylon,black,long,medium
8835,S,cotton,violet,short,high
8836,XXL,linen,red,long,medium
8837,M,cotton,navy,short,high
8838,S,linen,yellow,short,high
8839,M,nylon,cream,short,high
8840,XXL,polyester,yellow,long,medium
8841,M,cotton,white,short,high
8842,L,cotton,black,short,medium
8843,XS,linen,cream,short,high
8844,S,polyester,yellow,short,high
8845,M,cotton,cream,short,high
8846,S,polyester,black,long,medium
8847,XS,polyester,red,long,high
8848,M,polyester,black,long,medium
8849,XL,nylon,black,long,medium
8850,XL,polyester,black,short,medium
8851,XXL,linen,navy,long,high
8852,3XL,nylon,blue,long,medium
8853,3XL,cotton,blue,long,low
8854,L,nylon,white,long,high
8855,M,polyester,blue,short,high
8856,L,nylon,white,long,high
8857,M,polyester,white,long,medium
8858,M,nylon,white,short,medium
8859,XXL,polyester,cream,short,high
8860,XL,polyester,violet,short,high
8861,M,linen,black,short,medium
8862,XL,cotton,navy,short,high
8863,L,linen,cream,long,high
8864,XS,polyester,navy,long,high
8865,L,polyester,red,long,medium
8866,M,nylon,orange,long,medium
8867,L,polyester,yellow,short,high
8868,M,cotton,cream,short,high
8869,S,polyester,black,long,medium
8870,3XL,nylon,yellow,long,low
8871,3XL,cotton,black,long,medium
8872,XXL,linen,blue,long,medium
8873,L,polyester,white,short,high
8874,XXL,polyester,white,long,low
8875,L,polyester,cream,short,high
8876,XS,linen,navy,long,high
8877,XL,polyester,blue,long,medium
8878,XXL,cotton,red,short,high
8879,XXL,cotton,cream,long,medium
8880,XL,nylon,blue,long,medium
8881,M,polyester,black,short,medium
8882,L,nylon,white,long,high
8883,S,linen,yellow,short,high
8884,XXL,polyester,red,long,medium
8885,L,linen,white,short,high
8886,3XL,polyester,orange,long,low
8887,XL,cotton,red,short,high
8888,XS,nylon,white,long,medium
8889,XXL,nylon,black,short,medium
8890,L,linen,blue,short,high
8891,XL,linen,cream,long,high
8892,XL,cotton,white,long,medium
8893,L,cotton,white,short,high
8894,XL,linen,red,long,high
8895,3XL,polyester,black,short,medium
8896,L,polyester,yellow,long,medium
8897,3XL,nylon,white,long,low
8898,XXL,polyester,navy,short,high
8899,XXL,nylon,white,short,low
8900,XL,linen,orange,short,high
8901,XL,nylon,navy,long,medium
8902,M,nylon,cream,long,medium
8903,S,nylon,cream,long,high
8904,S,nylon,red,short,high
8905,L,linen,white,short,high
8906,L,linen,navy,short,high
8907,S,nylon,violet,short,high
8908,XL,nylon,navy,long,medium
8909,L,nylon,navy,short,high
8910,M,polyester,navy,long,medium
8911,XL,linen,black,long,medium
8912,3XL,nylon,blue,long,medium
8913,XL,silk,blue,long,low
8914,XXL,nylon,black,short,medium
8915,XXL,polyester,red,short,high
8916,XXL,polyester,orange,long,medium
8917,M,nylon,black,long,medium
8918,XS,cotton,black,long,medium
8919,L,cotton,white,long,high
8920,XL,polyester,white,long,low
8921,L,silk,white,long,medium
8922,XL,nylon,red,long,medium
8923,3XL,nylon,navy,long,medium
8924,3XL,linen,yellow,short,high
8925,M,nylon,red,short,high
8926,XXL,nylon,red,long,medium
8927,M,silk,white,long,medium
8928,L,nylon,white,short,high
8929,L,nylon,white,short,high
8930,S,linen,blue,long,high
8931,XL,nylon,orange,long,medium
8932,XS,polyester,cream,short,high
8933,S,nylon,white,short,medium
8934,S,nylon,red,long,high
8935,XL,cotton,white,short,medium
8936,XL,nylon,blue,long,medium
8937,M,linen,blue,short,high
8938,XL,cotton,violet,short,high
8939,XL,nylon,white,short,low
8940,3XL,linen,navy,short,high
8941,3XL,linen,black,long,low
8942,L,polyester,red,long,medium
8943,XXL,nylon,blue,long,medium
8944,L,nylon,white,long,high
8945,S,nylon,white,long,medium
